time(nanoSecond),input
1.2018692E7,5000.0
2.881692E7,10000.0
7.3623692E7,15000.0
1.18586336E8,20000.0
1.85071729E8,25000.0
2.77087505E8,30000.0
3.75035846E8,35000.0
4.77019853E8,40000.0
6.16169221E8,45000.0
7.48635313E8,50000.0
9.04297057E8,55000.0
1.068275061E9,60000.0
1.278130483E9,65000.0
1.455707607E9,70000.0
1.690619401E9,75000.0
1.93457809E9,80000.0
2.185658293E9,85000.0
2.457943063E9,90000.0
2.720082648E9,95000.0
3.080225995E9,100000.0
