time(nanoSecond),input
974883.0,5000.0
1339928.0,10000.0
1648006.0,15000.0
2882190.0,20000.0
2726251.0,25000.0
3541931.0,30000.0
3964803.0,35000.0
4758066.0,40000.0
5086565.0,45000.0
6151958.0,50000.0
6538117.0,55000.0
7450034.0,60000.0
7275850.0,65000.0
8646399.0,70000.0
8828990.0,75000.0
9287140.0,80000.0
1.015203E7,85000.0
1.046534E7,90000.0
1.1282948E7,95000.0
1.2202797E7,100000.0
