time(nanoSecond),input
1.6932975E7,5000.0
5.0780068E7,10000.0
1.23648837E8,15000.0
2.07208495E8,20000.0
3.39841621E8,25000.0
4.70822712E8,30000.0
6.4431125E8,35000.0
8.36450228E8,40000.0
1.048690221E9,45000.0
1.285273615E9,50000.0
1.556178988E9,55000.0
1.842085202E9,60000.0
2.161873703E9,65000.0
2.527966357E9,70000.0
2.876548686E9,75000.0
3.303739615E9,80000.0
3.748061215E9,85000.0
4.228307523E9,90000.0
4.692897343E9,95000.0
5.26822073E9,100000.0
