time(nanoSecond),input
493329.0,5000.0
1108696.0,10000.0
1492885.0,15000.0
2127349.0,20000.0
2749565.0,25000.0
3231262.0,30000.0
3900712.0,35000.0
4409096.0,40000.0
5086739.0,45000.0
5529697.0,50000.0
6482715.0,55000.0
6874673.0,60000.0
7892268.0,65000.0
8275739.0,70000.0
8735812.0,75000.0
9378650.0,80000.0
9952018.0,85000.0
1.0621968E7,90000.0
1.1173216E7,95000.0
1.1809653E7,100000.0
