time(nanoSecond),input
5.2407172E7,5000.0
1.99631892E8,10000.0
4.56264088E8,15000.0
8.10577609E8,20000.0
1.247922148E9,25000.0
1.84467739E9,30000.0
2.43833682E9,35000.0
3.174294329E9,40000.0
4.008808915E9,45000.0
4.96947357E9,50000.0
6.0688408E9,55000.0
7.198160361E9,60000.0
8.375404552E9,65000.0
9.719322294E9,70000.0
1.1247540955E10,75000.0
1.2796499859E10,80000.0
1.4320375471E10,85000.0
1.607560229E10,90000.0
1.7816449877E10,95000.0
1.9518985147E10,100000.0
