time(nanoSecond),input
767502.0,5000.0
1290511.0,10000.0
1748977.0,15000.0
2444915.0,20000.0
3506986.0,25000.0
3634024.0,30000.0
4674123.0,35000.0
5029010.0,40000.0
5803534.0,45000.0
6810518.0,50000.0
7000834.0,55000.0
8358527.0,60000.0
8160592.0,65000.0
9338110.0,70000.0
1.0156971E7,75000.0
1.0818119E7,80000.0
1.1282264E7,85000.0
1.2214213E7,90000.0
1.342963E7,95000.0
1.3732114E7,100000.0
