time(nanoSecond),input
169068.0,5000.0
340888.0,10000.0
553590.0,15000.0
701542.0,20000.0
902139.0,25000.0
1041937.0,30000.0
1159142.0,35000.0
1367832.0,40000.0
1509865.0,45000.0
1751635.0,50000.0
1857210.0,55000.0
2087598.0,60000.0
2222622.0,65000.0
2369984.0,70000.0
2756417.0,75000.0
3205314.0,80000.0
2964172.0,85000.0
3019182.0,90000.0
3261887.0,95000.0
3349894.0,100000.0
