time(nanoSecond),input
628700.0,5000.0
1424288.0,10000.0
2603445.0,15000.0
3714500.0,20000.0
4048007.0,25000.0
5363890.0,30000.0
6254823.0,35000.0
7184826.0,40000.0
7800514.0,45000.0
9295633.0,50000.0
1.0089702E7,55000.0
1.09467E7,60000.0
1.2214869E7,65000.0
1.285258E7,70000.0
1.437438E7,75000.0
1.5054775E7,80000.0
1.566036E7,85000.0
1.767337E7,90000.0
1.8387352E7,95000.0
1.9781581E7,100000.0
