time(nanoSecond),input
1.9844413E7,5000.0
7.250002E7,10000.0
1.86871148E8,15000.0
2.94702321E8,20000.0
4.68146215E8,25000.0
6.98878679E8,30000.0
9.62851381E8,35000.0
1.19961421E9,40000.0
1.529104911E9,45000.0
1.890682927E9,50000.0
2.295410013E9,55000.0
2.717050083E9,60000.0
3.215302813E9,65000.0
3.732113251E9,70000.0
4.284253751E9,75000.0
4.841040706E9,80000.0
5.475022033E9,85000.0
6.156672392E9,90000.0
6.925467735E9,95000.0
7.978031314E9,100000.0
