time(nanoSecond),input
1030733.0,5000.0
2075389.0,10000.0
4159865.0,15000.0
4529473.0,20000.0
6342858.0,25000.0
7177820.0,30000.0
8351739.0,35000.0
9517366.0,40000.0
1.1057211E7,45000.0
1.2797599E7,50000.0
1.3916531E7,55000.0
1.5490634E7,60000.0
1.6795053E7,65000.0
1.7794583E7,70000.0
1.9978448E7,75000.0
2.0413459E7,80000.0
2.2051061E7,85000.0
2.306202E7,90000.0
2.4969456E7,95000.0
2.6538697E7,100000.0
