time(nanoSecond),input
1.7411797E7,5000.0
7.6905931E7,10000.0
1.41934033E8,15000.0
2.4019258E8,20000.0
4.31370408E8,25000.0
6.22796049E8,30000.0
7.9955757E8,35000.0
1.004043107E9,40000.0
1.215607866E9,45000.0
1.503012808E9,50000.0
1.802815968E9,55000.0
2.134951243E9,60000.0
2.497442877E9,65000.0
2.976097747E9,70000.0
3.377533784E9,75000.0
3.875962828E9,80000.0
4.368003022E9,85000.0
4.912431573E9,90000.0
5.428846342E9,95000.0
6.06101386E9,100000.0
