time(nanoSecond),input
569888.0,5000.0
1371964.0,10000.0
1916684.0,15000.0
3087788.0,20000.0
3224342.0,25000.0
4024006.0,30000.0
4743939.0,35000.0
5565840.0,40000.0
6155086.0,45000.0
6735881.0,50000.0
8045867.0,55000.0
8196319.0,60000.0
9323350.0,65000.0
1.0501178E7,70000.0
1.0477429E7,75000.0
1.157286E7,80000.0
1.2461877E7,85000.0
1.2550729E7,90000.0
1.4074542E7,95000.0
1.4442228E7,100000.0
