time(nanoSecond),input
602801.0,5000.0
1387188.0,10000.0
1891497.0,15000.0
2697193.0,20000.0
3184482.0,25000.0
4018578.0,30000.0
4706384.0,35000.0
5506183.0,40000.0
6048134.0,45000.0
6740095.0,50000.0
7519402.0,55000.0
8855102.0,60000.0
9557510.0,65000.0
1.0262325E7,70000.0
1.1520941E7,75000.0
1.3533904E7,80000.0
1.3662282E7,85000.0
1.5478201E7,90000.0
1.6510665E7,95000.0
1.7007892E7,100000.0
